Hour,droughts_tweets,droughts_spike,heatwaves_tweets,heatwaves_spike,floods_tweets,floods_spike
2016-03-21 20,3.0,0.0,4.0,0.0,3.0,0.0
2016-03-21 21,432.0,1.0,21.0,0.0,1.0,0.0
2016-03-21 22,14.0,0.0,2.0,0.0,1.0,0.0
2016-03-21 23,3.0,0.0,1.0,0.0,,
2016-03-22 00,9.0,0.0,4.0,0.0,,
2016-03-22 01,6.0,0.0,2.0,0.0,,
2016-03-22 02,8.0,0.0,4.0,0.0,,
2016-03-22 03,2.0,0.0,,,,
2016-03-22 04,22.0,0.0,,,1.0,0.0
2016-03-22 05,28.0,0.0,2.0,0.0,,
2016-03-22 06,14.0,0.0,7.0,0.0,,
2016-03-22 07,1.0,0.0,2.0,0.0,3.0,0.0
2016-03-22 08,7.0,0.0,,,1.0,0.0
2016-03-22 09,17.0,0.0,1.0,0.0,17.0,1.0
2016-03-22 10,745.0,1.0,8.0,0.0,746.0,1.0
2016-03-22 11,67.0,0.0,1.0,0.0,11.0,0.0
2016-03-22 12,7.0,0.0,14.0,0.0,8.0,0.0
2016-03-22 13,9.0,0.0,5.0,0.0,5.0,0.0
2016-03-22 14,13.0,0.0,1.0,0.0,2.0,0.0
2016-03-22 15,41.0,0.0,2.0,0.0,35.0,0.0
2016-03-22 16,21.0,0.0,1.0,0.0,12.0,0.0
2016-03-22 17,11.0,0.0,12.0,0.0,9.0,0.0
2016-03-22 18,9.0,0.0,1.0,0.0,5.0,0.0
2016-03-22 19,19.0,0.0,2.0,0.0,17.0,0.0
2016-03-22 20,4.0,0.0,,,1.0,0.0
2016-03-22 21,1.0,0.0,,,,
2016-03-22 22,7.0,0.0,131.0,1.0,9.0,0.0
2016-03-23 00,3.0,0.0,9.0,0.0,2.0,0.0
2016-03-23 01,2.0,0.0,5.0,0.0,1.0,0.0
2016-03-23 02,3.0,0.0,1.0,0.0,14.0,0.0
2016-03-23 03,2.0,0.0,,,,
2016-03-23 04,14.0,0.0,5.0,0.0,,
2016-03-23 05,1.0,0.0,70.0,1.0,,
2016-03-23 06,17.0,0.0,1.0,0.0,6.0,0.0
2016-03-23 09,6.0,0.0,7.0,0.0,8.0,0.0
2016-03-23 10,26.0,0.0,6.0,0.0,24.0,0.0
2016-03-23 11,6.0,0.0,11.0,0.0,7.0,0.0
2016-03-23 12,11.0,0.0,21.0,0.0,1.0,0.0
2016-03-23 13,14.0,0.0,13.0,0.0,12.0,0.0
2016-03-23 14,11.0,0.0,,,2.0,0.0
2016-03-23 15,21.0,0.0,92.0,1.0,2.0,0.0
2016-03-23 16,7.0,0.0,2.0,0.0,1.0,0.0
2016-03-23 17,8.0,0.0,2.0,0.0,3.0,0.0
2016-03-23 18,4.0,0.0,1.0,0.0,,
2016-03-23 19,5.0,0.0,,,2.0,0.0
2016-03-23 20,5.0,0.0,,,1.0,0.0
2016-03-23 21,2.0,0.0,,,,
2016-03-23 23,5.0,0.0,4.0,0.0,4.0,0.0
2016-03-24 00,5.0,0.0,1.0,0.0,,
2016-03-24 01,6.0,0.0,4.0,0.0,,
2016-03-24 02,5.0,0.0,,,,
2016-03-24 03,1.0,0.0,1.0,0.0,,
2016-03-24 05,1.0,0.0,4.0,0.0,6.0,0.0
2016-03-24 06,2.0,0.0,,,,
2016-03-24 07,8.0,0.0,1.0,0.0,,
2016-03-24 10,1.0,0.0,3.0,0.0,,
2016-03-24 11,3.0,0.0,1.0,0.0,,
2016-03-24 12,2.0,0.0,,,,
2016-03-24 14,4.0,0.0,,,7.0,0.0
2016-03-24 15,6.0,0.0,3.0,0.0,1.0,0.0
2016-03-24 16,50.0,1.0,1.0,0.0,1.0,0.0
2016-03-24 17,1.0,0.0,3.0,0.0,7.0,0.0
2016-03-24 18,6.0,0.0,3.0,0.0,1.0,0.0
2016-03-24 19,1.0,0.0,3.0,0.0,1.0,0.0
2016-03-24 20,15.0,0.0,2.0,0.0,,
2016-03-24 21,3.0,0.0,,,2.0,0.0
2016-03-24 22,8.0,0.0,,,1.0,0.0
2016-03-25 01,1.0,0.0,1.0,0.0,,
2016-03-25 02,2.0,0.0,,,,
2016-03-25 04,1.0,0.0,2.0,0.0,1.0,0.0
2016-03-25 05,2.0,0.0,2.0,0.0,,
2016-03-25 06,1.0,0.0,,,,
2016-03-25 07,3.0,0.0,3.0,0.0,1.0,0.0
2016-03-25 09,1.0,0.0,6.0,1.0,1.0,0.0
2016-03-25 10,3.0,0.0,1.0,0.0,2.0,0.0
2016-03-25 13,1.0,0.0,,,1.0,0.0
2016-03-25 14,4.0,0.0,,,2.0,0.0
2016-03-25 15,11.0,0.0,1.0,0.0,2.0,0.0
2016-03-25 16,6.0,0.0,,,6.0,0.0
2016-03-25 17,1.0,0.0,4.0,0.0,,
2016-03-25 18,2.0,0.0,,,1.0,0.0
2016-03-25 19,9.0,0.0,3.0,0.0,10.0,1.0
2016-03-25 20,2.0,0.0,,,1.0,0.0
2016-03-25 22,3.0,0.0,,,1.0,0.0
2016-03-25 23,1.0,0.0,,,2.0,0.0
2016-03-26 00,2.0,0.0,6.0,1.0,,
2016-03-26 02,1.0,0.0,2.0,0.0,,
2016-03-26 06,1.0,0.0,6.0,1.0,,
2016-03-26 10,1.0,0.0,5.0,0.0,,
2016-03-26 11,4.0,0.0,,,2.0,0.0
2016-03-26 12,1.0,0.0,5.0,0.0,1.0,0.0
2016-03-26 14,13.0,1.0,2.0,0.0,,
2016-03-26 15,3.0,0.0,2.0,0.0,,
2016-03-26 19,1.0,0.0,,,,
2016-03-26 20,1.0,0.0,,,2.0,0.0
2016-03-26 21,2.0,0.0,1.0,0.0,1.0,0.0
2016-03-26 22,4.0,0.0,,,1.0,0.0
2016-03-27 04,1.0,0.0,,,1.0,0.0
2016-03-27 05,2.0,0.0,,,,
2016-03-27 06,3.0,0.0,1.0,0.0,,
2016-03-27 07,1.0,0.0,,,1.0,0.0
2016-03-27 09,4.0,0.0,4.0,0.0,5.0,0.0
2016-03-27 12,2.0,0.0,3.0,0.0,1.0,0.0
2016-03-27 16,1.0,0.0,,,1.0,0.0
2016-03-27 17,3.0,0.0,3.0,0.0,1.0,0.0
2016-03-27 20,10.0,1.0,,,11.0,1.0
2016-03-27 21,61.0,1.0,,,27.0,1.0
2016-03-27 22,7.0,0.0,,,14.0,1.0
2016-03-27 23,2.0,0.0,,,5.0,0.0
2016-03-28 02,10.0,0.0,,,27.0,1.0
2016-03-28 04,1.0,0.0,,,4.0,0.0
2016-03-28 05,1.0,0.0,,,3.0,0.0
2016-03-28 07,1.0,0.0,1.0,0.0,1.0,0.0
2016-03-28 08,3.0,0.0,3.0,0.0,8.0,0.0
2016-03-28 09,2.0,0.0,2.0,0.0,12.0,0.0
2016-03-28 10,110.0,1.0,16.0,1.0,1.0,0.0
2016-03-28 11,13.0,0.0,5.0,0.0,2.0,0.0
2016-03-28 15,15.0,0.0,3.0,0.0,,
2016-03-28 16,2.0,0.0,2.0,0.0,1.0,0.0
2016-03-28 18,3.0,0.0,2.0,0.0,2.0,0.0
2016-03-28 19,2.0,0.0,,,1.0,0.0
2016-03-28 20,13.0,0.0,9.0,0.0,1.0,0.0
2016-03-28 21,1.0,0.0,1.0,0.0,76.0,1.0
2016-03-28 22,5.0,0.0,1.0,0.0,,
2016-03-28 23,5.0,0.0,16.0,1.0,,
2016-03-29 00,1.0,0.0,1.0,0.0,5.0,0.0
2016-03-29 01,2.0,0.0,,,,
2016-03-29 02,3.0,0.0,3.0,0.0,2.0,0.0
2016-03-29 04,1.0,0.0,1.0,0.0,,
2016-03-29 05,7.0,0.0,2.0,0.0,1.0,0.0
2016-03-29 06,3.0,0.0,2.0,0.0,71.0,1.0
2016-03-29 10,3.0,0.0,7.0,0.0,,
2016-03-29 11,1.0,0.0,9.0,0.0,,
2016-03-29 14,11.0,0.0,9.0,0.0,5.0,0.0
2016-03-29 15,3.0,0.0,12.0,0.0,6.0,0.0
2016-03-29 16,14.0,0.0,2.0,0.0,14.0,0.0
2016-03-29 17,1.0,0.0,13.0,0.0,1.0,0.0
2016-03-29 18,3.0,0.0,3.0,0.0,2.0,0.0
2016-03-29 19,1.0,0.0,2.0,0.0,1.0,0.0
2016-03-29 20,3.0,0.0,2.0,0.0,2.0,0.0
2016-03-29 22,3.0,0.0,4.0,0.0,3.0,0.0
2016-03-29 23,1.0,0.0,1.0,0.0,2.0,0.0
2016-03-30 01,1.0,0.0,,,,
2016-03-30 02,2.0,0.0,1.0,0.0,,
2016-03-30 03,1.0,0.0,,,1.0,0.0
2016-03-30 04,7.0,0.0,2.0,0.0,,
2016-03-30 05,1.0,0.0,1.0,0.0,,
2016-03-30 08,1.0,0.0,6.0,0.0,3.0,0.0
2016-03-30 10,3.0,0.0,9.0,0.0,6.0,0.0
2016-03-30 12,10.0,1.0,,,1.0,0.0
2016-03-30 13,1.0,0.0,2.0,0.0,1.0,0.0
2016-03-30 15,4.0,0.0,,,10.0,0.0
2016-03-30 16,2.0,0.0,,,,
2016-03-30 17,3.0,0.0,6.0,0.0,5.0,0.0
2016-03-30 18,3.0,0.0,,,1.0,0.0
2016-03-30 19,1.0,0.0,4.0,0.0,1.0,0.0
2016-03-30 20,4.0,0.0,5.0,0.0,9.0,0.0
2016-03-30 22,4.0,0.0,6.0,0.0,2.0,0.0
2016-03-30 23,4.0,0.0,1.0,0.0,2.0,0.0
2016-03-31 00,2.0,0.0,3.0,0.0,1.0,0.0
2016-03-31 02,1.0,0.0,1.0,0.0,2.0,0.0
2016-03-31 03,1.0,0.0,,,1.0,0.0
2016-03-31 04,5.0,0.0,2.0,0.0,1.0,0.0
2016-03-31 05,6.0,0.0,,,,
2016-03-31 06,1.0,0.0,,,3.0,0.0
2016-03-31 07,7.0,0.0,3.0,0.0,1.0,0.0
2016-03-31 08,22.0,1.0,1.0,0.0,8.0,1.0
2016-03-31 09,4.0,0.0,,,4.0,0.0
2016-03-31 10,1.0,0.0,3.0,0.0,2.0,0.0
2016-03-31 11,8.0,0.0,4.0,0.0,5.0,0.0
2016-03-31 12,1.0,0.0,12.0,1.0,3.0,0.0
2016-03-31 14,7.0,0.0,3.0,0.0,,
2016-03-31 16,3.0,0.0,8.0,0.0,6.0,0.0
2016-03-31 17,3.0,0.0,3.0,0.0,5.0,0.0
2016-03-31 18,16.0,1.0,3.0,0.0,1.0,0.0
2016-03-31 19,2.0,0.0,,,1.0,0.0
2016-03-31 20,10.0,0.0,,,1.0,0.0
2016-03-31 21,1.0,0.0,1.0,0.0,,
2016-03-31 23,2.0,0.0,1.0,0.0,,
2016-04-01 00,4.0,0.0,3.0,0.0,,
2016-04-01 02,3.0,0.0,4.0,0.0,1.0,0.0
2016-04-01 04,2.0,0.0,,,,
2016-04-01 05,4.0,0.0,3.0,0.0,,
2016-04-01 06,11.0,0.0,1.0,0.0,,
2016-04-01 07,1.0,0.0,2.0,0.0,,
2016-04-01 08,2.0,0.0,1.0,0.0,,
2016-04-01 09,9.0,0.0,,,3.0,0.0
2016-04-01 11,4.0,0.0,,,1.0,0.0
2016-04-01 12,6.0,0.0,4.0,0.0,1.0,0.0
2016-04-01 14,1.0,0.0,4.0,0.0,1.0,0.0
2016-04-01 15,4.0,0.0,2.0,0.0,2.0,0.0
2016-04-01 16,12.0,0.0,3.0,0.0,4.0,0.0
2016-04-01 18,4.0,0.0,9.0,1.0,8.0,1.0
2016-04-01 19,15.0,1.0,5.0,0.0,2.0,0.0
2016-04-01 20,30.0,1.0,2.0,0.0,,
2016-04-01 21,4.0,0.0,3.0,0.0,,
2016-04-01 22,5.0,0.0,1.0,0.0,2.0,0.0
2016-04-01 23,7.0,0.0,2.0,0.0,2.0,0.0
2016-04-02 00,2.0,0.0,2.0,0.0,,
2016-04-02 01,65.0,1.0,3.0,0.0,1.0,0.0
2016-04-02 03,2.0,0.0,,,,
2016-04-02 04,5.0,0.0,1.0,0.0,,
2016-04-02 05,5.0,0.0,,,14.0,1.0
2016-04-02 06,4.0,0.0,8.0,1.0,2.0,0.0
2016-04-02 07,6.0,0.0,2.0,0.0,,
2016-04-02 08,4.0,0.0,,,,
2016-04-02 09,1.0,0.0,,,1.0,0.0
2016-04-02 10,5.0,0.0,6.0,0.0,1.0,0.0
2016-04-02 11,13.0,0.0,2.0,0.0,,
2016-04-02 12,4.0,0.0,1.0,0.0,1.0,0.0
2016-04-02 13,2.0,0.0,3.0,0.0,,
2016-04-02 14,5.0,0.0,6.0,0.0,,
2016-04-02 15,7.0,0.0,,,2.0,0.0
2016-04-02 16,1.0,0.0,3.0,0.0,1.0,0.0
2016-04-02 17,4.0,0.0,16.0,1.0,1.0,0.0
2016-04-02 18,25.0,0.0,6.0,0.0,,
2016-04-02 20,2.0,0.0,3.0,0.0,2.0,0.0
2016-04-02 21,2.0,0.0,,,1.0,0.0
2016-04-02 23,3.0,0.0,3.0,0.0,,
2016-04-03 00,7.0,0.0,7.0,0.0,,
2016-04-03 01,33.0,0.0,10.0,0.0,,
2016-04-03 02,3.0,0.0,4.0,0.0,4.0,0.0
2016-04-03 03,37.0,1.0,3.0,0.0,,
2016-04-03 04,3.0,0.0,3.0,0.0,7.0,0.0
2016-04-03 07,11.0,0.0,,,,
2016-04-03 09,9.0,0.0,16.0,1.0,,
2016-04-03 11,2.0,0.0,1.0,0.0,1.0,0.0
2016-04-03 12,3.0,0.0,,,4.0,0.0
2016-04-03 13,13.0,0.0,2.0,0.0,1.0,0.0
2016-04-03 15,3.0,0.0,,,2.0,0.0
2016-04-03 17,4.0,0.0,52.0,1.0,1.0,0.0
2016-04-03 18,11.0,0.0,,,3.0,0.0
2016-04-03 19,1.0,0.0,,,1.0,0.0
2016-04-03 20,1.0,0.0,,,1.0,0.0
2016-04-03 21,11.0,0.0,,,20.0,1.0
2016-04-03 22,3.0,0.0,5.0,0.0,,
2016-04-03 23,5.0,0.0,3.0,0.0,,
2016-04-04 01,7.0,0.0,,,,
2016-04-04 02,3.0,0.0,,,,
2016-04-04 03,1.0,0.0,,,,
2016-04-04 05,1.0,0.0,,,,
2016-04-04 07,1.0,0.0,,,,
2016-04-04 08,2.0,0.0,,,64.0,1.0
2016-04-04 09,4.0,0.0,1.0,0.0,10.0,0.0
2016-04-04 10,1.0,0.0,5.0,0.0,2.0,0.0
2016-04-04 12,14.0,0.0,1.0,0.0,15.0,0.0
2016-04-04 13,1.0,0.0,1.0,0.0,10.0,0.0
2016-04-04 14,5.0,0.0,,,12.0,0.0
2016-04-04 15,6.0,0.0,3.0,0.0,2.0,0.0
2016-04-04 16,1.0,0.0,11.0,0.0,3.0,0.0
2016-04-04 17,2.0,0.0,13.0,0.0,2.0,0.0
2016-04-04 18,6.0,0.0,35.0,1.0,5.0,0.0
2016-04-04 19,2.0,0.0,25.0,0.0,18.0,0.0
2016-04-04 20,32.0,1.0,44.0,1.0,1.0,0.0
2016-04-04 21,3.0,0.0,10.0,0.0,2.0,0.0
2016-04-04 22,2.0,0.0,11.0,0.0,29.0,0.0
2016-04-04 23,2.0,0.0,7.0,0.0,7.0,0.0
2016-04-05 00,6.0,0.0,103.0,1.0,1.0,0.0
2016-04-05 01,8.0,0.0,5.0,0.0,8.0,0.0
2016-04-05 03,1.0,0.0,5.0,0.0,6.0,0.0
2016-04-05 04,2.0,0.0,2.0,0.0,5.0,0.0
2016-04-05 05,8.0,0.0,5.0,0.0,40.0,1.0
2016-04-05 06,1.0,0.0,4.0,0.0,3.0,0.0
2016-04-05 07,11.0,0.0,3.0,0.0,3.0,0.0
2016-04-05 08,16.0,0.0,1.0,0.0,2.0,0.0
2016-04-05 09,6.0,0.0,51.0,0.0,3.0,0.0
2016-04-05 10,2.0,0.0,2.0,0.0,16.0,0.0
2016-04-05 11,1.0,0.0,6.0,0.0,5.0,0.0
2016-04-05 12,6.0,0.0,6.0,0.0,5.0,0.0
2016-04-05 13,4.0,0.0,13.0,0.0,14.0,0.0
2016-04-05 14,1.0,0.0,4.0,0.0,35.0,1.0
2016-04-05 15,18.0,0.0,3.0,0.0,26.0,0.0
2016-04-05 16,10.0,0.0,2.0,0.0,19.0,0.0
2016-04-05 17,3.0,0.0,6.0,0.0,12.0,0.0
2016-04-05 18,3.0,0.0,5.0,0.0,7.0,0.0
2016-04-05 19,11.0,0.0,2.0,0.0,9.0,0.0
2016-04-05 20,3.0,0.0,21.0,0.0,6.0,0.0
2016-04-05 21,7.0,0.0,2.0,0.0,6.0,0.0
2016-04-05 23,2.0,0.0,2.0,0.0,92.0,1.0
2016-04-06 01,3.0,0.0,4.0,0.0,,
2016-04-06 02,1.0,0.0,,,13.0,0.0
2016-04-06 03,8.0,0.0,12.0,0.0,1.0,0.0
2016-04-06 04,2.0,0.0,1.0,0.0,1.0,0.0
2016-04-06 05,1.0,0.0,2.0,0.0,4.0,0.0
2016-04-06 06,3.0,0.0,5.0,0.0,,
2016-04-06 07,3.0,0.0,1.0,0.0,3.0,0.0
2016-04-06 08,3.0,0.0,3.0,0.0,8.0,0.0
2016-04-06 09,4.0,0.0,17.0,0.0,5.0,0.0
2016-04-06 10,10.0,0.0,6.0,0.0,,
2016-04-06 11,3.0,0.0,12.0,0.0,6.0,0.0
2016-04-06 12,5.0,0.0,5.0,0.0,3.0,0.0
2016-04-06 13,14.0,1.0,5.0,0.0,11.0,0.0
2016-04-06 14,4.0,0.0,3.0,0.0,2.0,0.0
2016-04-06 15,60.0,1.0,4.0,0.0,3.0,0.0
2016-04-06 16,8.0,0.0,14.0,0.0,9.0,0.0
2016-04-06 17,24.0,0.0,56.0,1.0,52.0,1.0
2016-04-06 18,40.0,1.0,13.0,0.0,117.0,1.0
2016-04-06 19,12.0,0.0,7.0,0.0,15.0,0.0
2016-04-06 20,5.0,0.0,9.0,0.0,4.0,0.0
2016-04-06 21,3.0,0.0,,,25.0,0.0
2016-04-06 22,3.0,0.0,5.0,0.0,8.0,0.0
2016-04-06 23,4.0,0.0,2.0,0.0,11.0,0.0
2016-04-07 00,2.0,0.0,3.0,0.0,11.0,0.0
2016-04-07 01,4.0,0.0,1.0,0.0,8.0,0.0
2016-04-07 02,2.0,0.0,4.0,0.0,2.0,0.0
2016-04-07 03,2.0,0.0,1.0,0.0,3.0,0.0
2016-04-07 05,4.0,0.0,1.0,0.0,,
2016-04-07 07,1.0,0.0,1.0,0.0,2.0,0.0
2016-04-07 08,1.0,0.0,,,3.0,0.0
2016-04-07 09,6.0,0.0,14.0,0.0,18.0,0.0
2016-04-07 10,20.0,0.0,,,1.0,0.0
2016-04-07 11,3.0,0.0,,,,
2016-04-07 12,16.0,0.0,,,5.0,0.0
2016-04-07 13,3.0,0.0,1.0,0.0,7.0,0.0
2016-04-07 14,10.0,0.0,1.0,0.0,4.0,0.0
2016-04-07 15,3.0,0.0,2.0,0.0,53.0,0.0
2016-04-07 16,11.0,0.0,7.0,0.0,4.0,0.0
2016-04-07 17,3.0,0.0,3.0,0.0,5.0,0.0
2016-04-07 18,1.0,0.0,3.0,0.0,6.0,0.0
2016-04-07 19,6.0,0.0,3.0,0.0,3.0,0.0
2016-04-07 20,11.0,0.0,34.0,1.0,4.0,0.0
2016-04-07 21,7.0,0.0,6.0,0.0,8.0,0.0
2016-04-07 22,4.0,0.0,1.0,0.0,2.0,0.0
2016-04-07 23,2.0,0.0,,,1.0,0.0
2016-04-08 00,1.0,0.0,6.0,0.0,,
2016-04-08 01,6.0,0.0,3.0,0.0,9.0,0.0
2016-04-08 02,12.0,0.0,2.0,0.0,1.0,0.0
2016-04-08 03,4.0,0.0,1.0,0.0,,
2016-04-08 05,4.0,0.0,6.0,0.0,2.0,0.0
2016-04-08 06,1.0,0.0,,,3.0,0.0
2016-04-08 09,7.0,0.0,1.0,0.0,,
2016-04-08 10,1.0,0.0,4.0,0.0,5.0,0.0
2016-04-08 11,120.0,1.0,,,41.0,1.0
2016-04-08 12,3.0,0.0,5.0,0.0,4.0,0.0
2016-04-08 13,3.0,0.0,,,1.0,0.0
2016-04-08 14,20.0,0.0,3.0,0.0,9.0,0.0
2016-04-08 15,7.0,0.0,3.0,0.0,1.0,0.0
2016-04-08 16,8.0,0.0,2.0,0.0,3.0,0.0
2016-04-08 17,8.0,0.0,38.0,1.0,1.0,0.0
2016-04-08 18,5.0,0.0,,,,
2016-04-08 19,6.0,0.0,2.0,0.0,5.0,0.0
2016-04-08 20,3.0,0.0,3.0,0.0,1.0,0.0
2016-04-08 21,64.0,1.0,,,62.0,1.0
2016-04-08 22,10.0,0.0,10.0,0.0,6.0,0.0
2016-04-08 23,3.0,0.0,2.0,0.0,5.0,0.0
2016-04-09 00,3.0,0.0,3.0,0.0,1.0,0.0
2016-04-09 01,1.0,0.0,1.0,0.0,,
2016-04-09 02,11.0,0.0,3.0,0.0,2.0,0.0
2016-04-09 03,2.0,0.0,,,,
2016-04-09 04,6.0,0.0,,,,
2016-04-09 05,2.0,0.0,,,1.0,0.0
2016-04-09 06,74.0,1.0,,,,
2016-04-09 07,4.0,0.0,,,2.0,0.0
2016-04-09 08,2.0,0.0,,,,
2016-04-09 09,1.0,0.0,2.0,0.0,1.0,0.0
2016-04-09 10,2.0,0.0,5.0,0.0,,
2016-04-09 11,3.0,0.0,,,1.0,0.0
2016-04-09 13,1.0,0.0,2.0,0.0,5.0,0.0
2016-04-09 14,12.0,0.0,4.0,0.0,1.0,0.0
2016-04-09 16,3.0,0.0,,,1.0,0.0
2016-04-09 17,5.0,0.0,4.0,0.0,2.0,0.0
2016-04-09 18,4.0,0.0,,,,
2016-04-09 19,2.0,0.0,2.0,0.0,,
2016-04-09 20,13.0,0.0,,,29.0,0.0
2016-04-09 21,1.0,0.0,1.0,0.0,,
2016-04-10 01,4.0,0.0,2.0,0.0,,
2016-04-10 02,1.0,0.0,,,,
2016-04-10 03,1.0,0.0,,,,
2016-04-10 05,20.0,0.0,,,,
2016-04-10 06,5.0,0.0,,,1.0,0.0
2016-04-10 07,1.0,0.0,,,,
2016-04-10 08,12.0,0.0,1.0,0.0,1.0,0.0
2016-04-10 12,2.0,0.0,3.0,0.0,,
2016-04-10 13,4.0,0.0,1.0,0.0,8.0,0.0
2016-04-10 14,4.0,0.0,,,4.0,0.0
2016-04-10 15,2.0,0.0,3.0,0.0,11.0,0.0
2016-04-10 16,1.0,0.0,1.0,0.0,53.0,1.0
2016-04-10 17,7.0,0.0,4.0,0.0,1.0,0.0
2016-04-10 18,5.0,0.0,,,2.0,0.0
2016-04-10 20,53.0,1.0,1.0,0.0,3.0,0.0
2016-04-10 21,5.0,0.0,,,7.0,0.0
2016-04-10 22,1.0,0.0,,,4.0,0.0
2016-04-10 23,5.0,0.0,3.0,0.0,2.0,0.0
2016-04-11 03,2.0,0.0,2.0,0.0,2.0,0.0
2016-04-11 06,2.0,0.0,3.0,0.0,2.0,0.0
2016-04-11 07,35.0,1.0,,,8.0,0.0
2016-04-11 08,23.0,0.0,2.0,0.0,12.0,0.0
2016-04-11 09,3.0,0.0,,,9.0,0.0
2016-04-11 10,5.0,0.0,7.0,0.0,7.0,0.0
2016-04-11 11,1.0,0.0,,,2.0,0.0
2016-04-11 12,208.0,1.0,,,5.0,0.0
2016-04-11 13,8.0,0.0,1.0,0.0,,
2016-04-11 14,81.0,0.0,1.0,0.0,12.0,0.0
2016-04-11 15,108.0,1.0,3.0,0.0,2.0,0.0
2016-04-11 17,5.0,0.0,4.0,0.0,6.0,0.0
2016-04-11 18,2.0,0.0,1.0,0.0,1.0,0.0
2016-04-11 19,5.0,0.0,14.0,0.0,1.0,0.0
2016-04-11 20,5.0,0.0,,,3.0,0.0
2016-04-11 21,46.0,0.0,,,,
2016-04-11 22,76.0,0.0,,,2.0,0.0
2016-04-12 00,49.0,0.0,4.0,0.0,,
2016-04-12 01,4.0,0.0,,,,
2016-04-12 02,9.0,0.0,,,,
2016-04-12 03,3.0,0.0,3.0,0.0,,
2016-04-12 04,61.0,0.0,,,,
2016-04-12 05,2.0,0.0,1.0,0.0,,
2016-04-12 06,2.0,0.0,2.0,0.0,,
2016-04-12 07,5.0,0.0,9.0,0.0,,
2016-04-12 08,8.0,0.0,7.0,0.0,,
2016-04-12 09,2.0,0.0,1.0,0.0,,
2016-04-12 10,11.0,0.0,6.0,0.0,,
2016-04-12 11,58.0,0.0,,,5.0,0.0
2016-04-12 12,8.0,0.0,2.0,0.0,1.0,0.0
2016-04-12 13,10.0,0.0,6.0,0.0,5.0,0.0
2016-04-12 14,3.0,0.0,7.0,0.0,1.0,0.0
2016-04-12 15,3.0,0.0,2.0,0.0,15.0,0.0
2016-04-12 16,6.0,0.0,2.0,0.0,7.0,0.0
2016-04-12 17,36.0,0.0,4.0,0.0,21.0,1.0
2016-04-12 18,8.0,0.0,1.0,0.0,3.0,0.0
2016-04-12 19,18.0,0.0,8.0,0.0,18.0,1.0
2016-04-12 20,6.0,0.0,,,3.0,0.0
2016-04-12 21,29.0,0.0,3.0,0.0,2.0,0.0
2016-04-12 23,105.0,1.0,,,4.0,0.0
2016-04-13 00,262.0,1.0,2.0,0.0,4.0,0.0
2016-04-13 01,3.0,0.0,1.0,0.0,12.0,0.0
2016-04-13 02,3.0,0.0,1.0,0.0,1.0,0.0
2016-04-13 03,3.0,0.0,,,17.0,0.0
2016-04-13 04,2.0,0.0,,,,
2016-04-13 05,8.0,0.0,,,4.0,0.0
2016-04-13 06,1.0,0.0,1.0,0.0,1.0,0.0
2016-04-13 07,22.0,0.0,4.0,0.0,1.0,0.0
2016-04-13 08,5.0,0.0,1.0,0.0,6.0,0.0
2016-04-13 09,3.0,0.0,4.0,0.0,4.0,0.0
2016-04-13 10,31.0,0.0,9.0,0.0,3.0,0.0
2016-04-13 11,36.0,0.0,1.0,0.0,9.0,0.0
2016-04-13 12,14.0,0.0,,,1.0,0.0
2016-04-13 13,7.0,0.0,15.0,1.0,19.0,0.0
2016-04-13 14,18.0,0.0,15.0,1.0,3.0,0.0
2016-04-13 15,4.0,0.0,4.0,0.0,1.0,0.0
2016-04-13 16,31.0,0.0,9.0,0.0,10.0,0.0
2016-04-13 17,42.0,0.0,5.0,0.0,,
2016-04-13 18,30.0,0.0,1.0,0.0,8.0,0.0
2016-04-13 19,6.0,0.0,8.0,0.0,37.0,1.0
2016-04-13 20,13.0,0.0,1.0,0.0,4.0,0.0
2016-04-13 21,23.0,0.0,3.0,0.0,1.0,0.0
2016-04-13 22,16.0,0.0,1.0,0.0,3.0,0.0
2016-04-13 23,2.0,0.0,,,3.0,0.0
2016-04-14 00,13.0,0.0,8.0,0.0,,
2016-04-14 01,50.0,0.0,6.0,0.0,3.0,0.0
2016-04-14 03,2.0,0.0,1.0,0.0,3.0,0.0
2016-04-14 04,4.0,0.0,,,56.0,1.0
2016-04-14 05,1.0,0.0,2.0,0.0,,
2016-04-14 06,2.0,0.0,4.0,0.0,,
2016-04-14 07,167.0,1.0,8.0,0.0,3.0,0.0
2016-04-14 08,13.0,0.0,5.0,0.0,,
2016-04-14 09,3.0,0.0,1.0,0.0,2.0,0.0
2016-04-14 10,5.0,0.0,18.0,1.0,4.0,0.0
2016-04-14 11,67.0,0.0,1.0,0.0,9.0,0.0
2016-04-14 12,2.0,0.0,1.0,0.0,4.0,0.0
2016-04-14 13,15.0,0.0,5.0,0.0,1.0,0.0
2016-04-14 14,6.0,0.0,6.0,0.0,,
2016-04-14 15,1.0,0.0,8.0,0.0,3.0,0.0
2016-04-14 16,38.0,0.0,3.0,0.0,1.0,0.0
2016-04-14 17,48.0,0.0,2.0,0.0,5.0,0.0
2016-04-14 18,12.0,0.0,,,2.0,0.0
2016-04-14 19,2.0,0.0,3.0,0.0,5.0,0.0
2016-04-14 20,4.0,0.0,4.0,0.0,,
2016-04-14 21,1.0,0.0,1.0,0.0,1.0,0.0
2016-04-14 22,31.0,0.0,,,6.0,0.0
